Title,Company,Location,Salary,Experience,Posted,Apply Link
Associate Content Writer,Bhash Software Labs Private Limited,Bangalore,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/associate-content-writer-job-in-bangalore-at-bhash-software-labs-private-limited1750147136
Business Development Executive,InfyBytes AI Labs Private Limited,Work from home,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-business-development-executive-job-at-infybytes-ai-labs-private-limited1750135250
Project Coordinator,Multiversity Private Limited,Pune,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/project-coordinator-job-in-pune-at-multiversity-private-limited1750102343
Junior Corporate Sales Associate,Greenfuturz,"Chennai,Chengalpattu","₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/junior-corporate-sales-associate-job-in-multiple-locations-at-greenfuturz1750068993
Inter CA (Semi Qualified Chartered Accountant (CA),Nair & Nair Associates,Vashi Navi Mumbai,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-inter-ca-semi-qualified-chartered-accountant-ca-job-in-vashi-navi-mumbai-at-nair-nair-associates1749887022
Customer Support Associate,Prolegion Pvt. Ltd.,Gurgaon,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/customer-support-associate-job-in-gurgaon-at-prolegion-pvt-ltd1749813983
Customer Service Executive,Arcatron Mobility Private Limited,Work from home,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/remote-customer-service-executive-job-at-arcatron-mobility-private-limited1749727754
Junior Social Media Marketing Associate,Sociobyte,Work from home,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-junior-social-media-marketing-associate-job-at-sociobyte1749727531
Junior Search Engine Optimization (SEO) Specialist,Wolffia Technologies,Ludhiana,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/junior-search-engine-optimization-seo-specialist-job-in-ludhiana-at-wolffia-technologies1749716310
Business Development Executive,InfyBytes AI Labs Private Limited,Work from home,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-business-development-executive-job-at-infybytes-ai-labs-private-limited1749663801
Sales And Marketing Executive,Telex Advertising Private Limited,Thane,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/sales-and-marketing-executive-job-in-thane-at-telex-advertising-private-limited1749645611
Field Sales Executive,Narayana One Health,Bangalore,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/sales-job-in-bangalore-at-narayana-one-health1749640845
Electrical Engineer,Tricolite Energy Solutions,Gurgaon,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-electrical-engineer-job-in-gurgaon-at-tricolite-energy-solutions1749639804
Business Development Executive,InfyBytes AI Labs Private Limited,Work from home,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-business-development-executive-job-at-infybytes-ai-labs-private-limited1749638948
Business Development Executive,InfyBytes AI Labs Private Limited,Work from home,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-business-development-executive-job-at-infybytes-ai-labs-private-limited1749638724
Business Development Executive,InfyBytes AI Labs Private Limited,Work from home,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-business-development-executive-job-at-infybytes-ai-labs-private-limited1749638612
Senior Accountant,Sowrabh Daga,Hyderabad,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/senior-accountant-job-in-hyderabad-at-sowrabh-daga1749632102
Business Development Executive,Avinya Investment Private Limited,Work from home,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-business-development-executive-job-at-avinya-investment-private-limited1749617997
Business Development Executive,Fractal31 Private Limited,Ahmedabad,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-ahmedabad-at-fractal31-private-limited1749472465
Video Editor,That's Creative,Faridabad,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/video-editor-job-in-faridabad-at-thats-creative1749190178
Digital Marketing Executive,Peerpoint,Work from home,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-part-time-digital-marketing-executive-job-at-peerpoint1749040590
Operations Associate,HappyWise Financial Services,Bangalore,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/operations-associate-job-in-bangalore-at-happywise-financial-services1747746918
Hiring For Techincal Customer Support- TCS,Sana Search International,Chennai,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/hiring-for-techincal-customer-support-tcs-job-in-chennai-at-sana-search-international1751502882
Operation Executive,Rentickle,"Hyderabad,Bangalore","₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/operation-executive-job-in-multiple-locations-at-rentickle1750466047
Senior Associate,SustainEdge Global,Gandhinagar,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/senior-associate-job-in-gandhinagar-at-sustainedge-global1750465871
Renewals Executive,Rentickle,Gurgaon,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-renewals-executive-job-in-gurgaon-at-rentickle1750465832
Warehouse Operations,Rentickle,Gurgaon,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/warehouse-operations-job-in-gurgaon-at-rentickle1750465830
Sales Executive,Rentickle,Gurgaon,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-sales-executive-job-in-gurgaon-at-rentickle1750465825
Collections Executive,Rentickle,Gurgaon,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-collections-executive-job-in-gurgaon-at-rentickle1750465823
Customer Relationship Manager,Reliance Retail,Ramgarh Cantonment,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",4 year(s),3 weeks ago,https://internshala.com/job/detail/customer-relationship-manager-job-in-ramgarh-cantonment-at-reliance-retail1750187133
Commercial Materials Officer,Reliance Retail,,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",4 year(s),3 weeks ago,https://internshala.com/job/detail/commercial-materials-officer-job-in-multiple-locations-at-reliance-retail1750187126
Commercial Materials Officer,Reliance Retail,Bokaro,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",4 year(s),3 weeks ago,https://internshala.com/job/detail/commercial-materials-officer-job-in-bokaro-at-reliance-retail1750187122
Department Manager,Reliance Retail,Haridwar,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",3 year(s),3 weeks ago,https://internshala.com/job/detail/department-manager-job-in-haridwar-at-reliance-retail1750100648
Commercial Materials Officer,Reliance Retail,Bulandshahr,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",3 year(s),3 weeks ago,https://internshala.com/job/detail/commercial-materials-officer-job-in-bulandshahr-at-reliance-retail1750100642
Commercial Materials Officer,Reliance Retail,,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",3 year(s),3 weeks ago,https://internshala.com/job/detail/commercial-materials-officer-job-in-multiple-locations-at-reliance-retail1750100638
Commercial Materials Officer,Reliance Retail,Purnia,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",3 year(s),3 weeks ago,https://internshala.com/job/detail/commercial-materials-officer-job-in-purnia-at-reliance-retail1750100635
Financial Analyst,Setindiabiz,Noida,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",3 year(s),3 weeks ago,https://internshala.com/job/detail/financial-analyst-job-in-noida-at-setindiabiz1749617350
Project Manager,EASYFix Handy Solutions India Private Limited,Gurgaon,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",2 year(s),3 weeks ago,https://internshala.com/job/detail/project-manager-job-in-gurgaon-at-easyfix-handy-solutions-india-private-limited1749616568
Department Manager - Perithalmanna,Reliance Retail,Raichur,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",7 year(s),3 weeks ago,https://internshala.com/job/detail/department-manager-perithalmanna-job-in-raichur-at-reliance-retail1749582026
Commercial Manager - Bangalore,Reliance Retail,Bangalore,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",4 year(s),3 weeks ago,https://internshala.com/job/detail/commercial-manager-bangalore-job-in-bangalore-at-reliance-retail1749495639
Customer Relationship Management (CRM),Reliance Retail,"Gurgaon,Noida","₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",4 year(s),3 weeks ago,https://internshala.com/job/detail/customer-relationship-management-crm-job-in-multiple-locations-at-reliance-retail1749104122
DIGITAL MEDIA SPECIALIST,Refining Skills Academy,Bangalore,"₹ 3,00,000 - 4,00,000₹ 3,00,000 - 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-part-time-digital-media-specialist-job-in-bangalore-at-refining-skills-academy1747960225
Sales Representative (Real Estate),BNM Business Solutions LLP,"Navi Mumbai,Mumbai","₹ 3,00,000 - 3,80,000₹ 3,00,000 - 3,80,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-sales-representative-real-estate-job-in-multiple-locations-at-bnm-business-solutions-llp1750920851
Telecaller,OJASVIN EDUCATION,Noida,"₹ 3,00,000 - 3,80,000₹ 3,00,000 - 3,80,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-telecaller-job-in-noida-at-ojasvin-education1750410879
Business Development Associate,BiggPocket,Delhi,"₹ 3,00,000 - 3,70,000₹ 3,00,000 - 3,70,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-business-development-associate-job-in-delhi-at-biggpocket1751471322
Business Development Associate,Arcanus Services,Work from home,"₹ 3,00,000 - 3,70,000₹ 3,00,000 - 3,70,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-part-time-business-development-associate-job-at-arcanus-services1751285556
Telecaller,MYWISH MARKETPLACES PRIVATE LIMITED,Noida,"₹ 3,00,000 - 3,70,000₹ 3,00,000 - 3,70,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/telecaller-job-in-noida-at-fiza-hashmi1750318764
Business Development Executive,Navratan,Jaipur,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/business-development-executive-job-in-jaipur-at-navratan1749701127
Outreach Coordinator,Jainam Jivika Foundation,"Delhi,Pune","₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/outreach-coordinator-job-in-multiple-locations-at-jainam-jivika-foundation1750239623
Junior Media & Public Relations (PR) Specialist,WeKids Media Network,Mumbai(Hybrid),"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-junior-media-public-relations-pr-specialist-job-in-mumbai-at-wekids-media-network1751459358
Video Creator,DeepThought CultureTech Ventures Pvt Ltd.,Work from home,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-video-creator-job-at-deepthought-culturetech-ventures-pvt-ltd1751458867
Junior Motion Graphics Specialist,DeepThought CultureTech Ventures Pvt Ltd.,Work from home,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-junior-motion-graphics-specialist-job-at-deepthought-culturetech-ventures-pvt-ltd1751456108
After Effects Compositor,Dobby Ads,Work from home,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-after-effects-compositor-job-at-dobby-ads1751450136
Sales Coordinator,SolarMaxx,Jaipur,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/sales-coordinator-job-in-jaipur-at-solarmaxx1751375955
Digital Marketing Associate,GRR Salubrity & Events Private Limited,Gurgaon(Hybrid),"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/digital-marketing-associate-job-in-gurgaon-at-grr-salubrity-events-private-limited1751258700
Meta Ads Specialist (Facebook & Instagram Ads),AltXEd,Pune(Hybrid),"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/meta-ads-specialist-facebook-instagram-ads-job-in-pune-at-altxed1751199926
Business Development Executive,Vigor LaunchPad,Mumbai,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-mumbai-at-vigor-launchpad1751020306
Business Development Executive,UniAcco,Mumbai,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-mumbai-at-uniacco1751012922
Junior Operations Associate,UniAcco,Mumbai,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-junior-operations-associate-job-in-mumbai-at-uniacco1751012881
Content Writer,Jimmy Luxury,Delhi,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/content-writer-job-in-delhi-at-jimmy-luxury1750941477
Human Resources (HR) Executive,Agarwal And Gehlot Realtors Pvt. Ltd.,Noida,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/human-resources-hr-executive-job-in-noida-at-agarwal-and-gehlot-realtors-pvt-ltd1750934653
Analyst - Founders Office,LightPillar,Gurgaon,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/analyst-founders-office-job-in-gurgaon-at-lightpillar1750926336
Junior Graphic Designer,Dobby Ads,Work from home,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-remote-junior-graphic-designer-job-at-dobby-ads1750920964
Pre-sales Executive,UniAcco,Mumbai,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-pre-sales-executive-job-in-mumbai-at-uniacco1750858749
Business Development Executive,UniAcco,"Hyderabad,Thane,Navi Mumbai,Mumbai","₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-multiple-locations-at-uniacco1750854635
Business Development Executive,D2C Insider,Gurgaon,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/business-development-executive-job-in-gurgaon-at-d2c-insider1750767904
Customer Service Associate,PLATINOX CONSULTANT PRIVATE LIMITED,"Gurgaon,Pune,Mumbai","₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-customer-service-associate-job-in-multiple-locations-at-platinox-consultant-private-limited1750738647
Junior Administration Supervisor,R R Unitrade,Raipur,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/junior-administration-supervisor-job-in-raipur-at-r-r-unitrade1750483325
Community Manager,Workverse,Mumbai,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-community-manager-job-in-mumbai-at-subhajit-adhikari1750404879
Customer Service Associate,Benepik,Gurgaon,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/customer-service-associate-job-in-gurgaon-at-benepik1750401726
QA Engineer,App Analytics,"Faridabad,Ghaziabad,Greater Noida,Gautam Buddha Nagar,Noida,Delhi","₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-qa-engineer-job-in-multiple-locations-at-app-analytics1750330707
Proofreader,Jainam Jivika Foundation,Pune,"₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/proofreader-job-in-pune-at-jainam-jivika-foundation1750250342
Sales & Training Executive – Derma Channel,Suganda Skincare,"Hyderabad,Mumbai","₹ 3,00,000 - 3,60,000₹ 3,00,000 - 3,60,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/sales-training-executive--derma-channel-job-in-multiple-locations-at-suganda-skincare1750164724
